#  Bootstrap置信区间_3D误差 
台网,统计量,点估计,95%CI下界,95%CI上界
原7台,均值(m),485.8,464.42,505.48
原7台,中位数(m),373.91,344.34,394.89
原7台,95%分位(m),1224.35,1180.53,1277.67
20台加密,均值(m),186.61,179.29,194.17
20台加密,中位数(m),148.63,141.59,158.94
20台加密,95%分位(m),456.95,424.34,491.49

#  精度阈值敏感性 
精度阈值(km),超限比例_原7台(%),超限比例_20台加密(%)
0.5,36.67,3.83
0.75,21.92,0.17
1.0,10.42,0.0
1.25,4.58,0.0
1.5,2.33,0.0

#  截尾稳健性 
台网,全样本均值(m),截尾5%均值(m),全样本95%分位(m)
原7台,485.8,454.12,1224.35
20台加密,186.61,174.53,456.95

#  分残骸稳健性 
残骸,原7台均值(m),20台均值(m),误差缩减率(%),原7台>1km(%),20台>1km(%)
#1,614.38,231.61,62.3,16.0,0.0
#2,712.03,231.38,67.5,25.0,0.0
#3,367.03,150.23,59.07,0.67,0.0
#4,249.74,133.25,46.65,0.0,0.0

#  台数外推稳健性_PDOP 
布局,台数,最坏PDOP(km/s),预估σ_3D(m),σ√N
原7台,7,2.9400197668450883,848.7106019054164,2245.5
7+中心1+外环8 (16台),16,1.4564351722953104,420.43661939096825,1681.7
"7+中心1+内环4+外环8 (20台, 推荐)",20,0.9810235221705388,283.1970973032577,1266.5
7+内环6+外环10 (23台),23,0.8005587850217993,231.10141501722785,1108.3

#  稳健性结论汇总 
检验项,结论
Bootstrap,20台均值/95%分位的95%CI整体低于原7台，差异显著
阈值敏感性,全部扫描阈值下20台超限比例均不高于原7台，结论不翻转
截尾稳健性,剔除两端各5%极端样本后排序不变，非极端值驱动
分残骸稳健性,4个残骸误差缩减率均为正，加密收益一致
台数外推,σ_3D·√N随台数持续下降，精度改善优于纯1/√N统计律，几何构型优化有额外贡献
