#  试验概况 
台网,蒙特卡洛次数,成功,失败,3D误差>1km比例(%),严阈值成功(strict),补全兜底(completed)
原7台,300,300,0,10.416666666666668,298,2
20台加密,300,300,0,0.0,-,-

#  误差统计_原7台 
指标,均值,中位,95%分位,最大
水平误差(m),134.79352615675208,107.52559523089252,331.2581545020976,635.3971694484678
高程误差(m),454.529713357363,354.25778004913354,1195.9869002282342,1964.4787065959445
3D误差(m),485.79730984080527,373.91489368439727,1224.348663414286,2018.1502857756727
时刻误差(ms),522.5267874342942,394.48954044186735,1443.423772684013,2688.044913024944

#  误差统计_20台加密 
指标,均值,中位,95%分位,最大
水平误差(m),60.19922986240387,54.75846610490845,129.00245897921695,216.01013039420306
高程误差(m),168.94659947633426,136.82768588949875,449.219340075152,796.8893483787415
3D误差(m),186.61461355593863,148.62920873029697,456.9458670636376,809.8606527460125
时刻误差(ms),208.4688625131278,163.3703105371991,555.7984503704193,867.7159664876743

#  误差明细_原7台 
试验序号,残骸,水平误差(m),高程误差(m),3D误差(m),时刻误差(ms)
8,#4,56.955690678088125,81.46564199180284,99.40121491085834,101.69762902522983
9,#1,19.07778110828001,257.92056069700084,258.62516768920756,294.7452520694362
9,#2,76.27944843136103,17.51358513583,78.26416751810903,4.361329226288291
9,#3,68.1734734214601,124.3979582656466,141.85370809044113,79.6412884461315
9,#4,21.58434818765272,14.691131892905105,26.1096427202779,18.142642294925793
10,#1,72.9112480242439,52.63158224375729,89.92293110177292,90.67945398868993
10,#2,76.1483462646548,56.93373309715207,95.07902293997093,90.73845565825955
10,#3,34.80166318717573,104.1284347236815,109.79019390909929,62.937294679041855
10,#4,46.73690944756363,131.27670982143718,139.3481727409857,230.6538533127611
11,#1,100.21191594147602,54.20921885935422,113.93448778136856,151.04338116764637
11,#2,29.895744866722403,88.07358147664127,93.00920016460053,103.45559472566279
11,#3,74.83057266203333,22.13331334196664,78.03523668459992,56.951768466772634
11,#4,70.14632724598779,2.9913024002253223,70.2100784513933,108.11823339369475
12,#1,52.182360398074934,210.366295530117,216.74172886589952,274.2042928684185
12,#2,40.14397087628591,176.59747647875156,181.10275286803153,61.03327044522189
12,#3,22.3724103615467,154.94800050188496,156.55480703229009,173.5143554651142
12,#4,40.58872997877256,8.786489223355602,41.52887422218251,39.449401293426334
13,#1,171.36329188673122,417.8691485469881,451.64145415765574,500.3713994818444
13,#2,15.172047517344401,16.907611072278087,22.71691744141306,95.4821831423569
13,#3,38.430984034658806,105.00886165471456,111.82039867524702,14.373546132667059
13,#4,54.8422351337084,104.57204563025334,118.08041108395899,180.61507406536492
14,#1,86.82424079715675,148.52369270989948,172.03992584916824,291.5189957766096
14,#2,49.9411366374052,214.96730819801087,220.6922307706698,304.96990139000604
14,#3,34.61373288213734,305.97247790569963,307.9241265958058,238.6577112991315
14,#4,20.375923646694535,116.36063017954075,118.13117505652679,42.260432800302894
15,#1,79.65809380968838,129.62308478989144,152.14320891791556,230.01386077974752
15,#2,63.46453154737792,573.3887554208013,576.8902942566668,565.3697232594315
15,#3,52.70676362903371,303.9822413954862,308.51775640321006,322.40155140523365
15,#4,56.89791978776848,173.75647576124902,182.83513378217233,213.82245298196523
16,#1,139.87808309342867,274.4539187108621,308.0435547542598,477.95291362394823
16,#2,69.85107147058669,53.75172926143205,88.13864410225119,115.87821744090299
16,#3,68.39141229451576,157.4448318687846,171.65739237745717,73.77223484407125
16,#4,46.51313013363001,26.248878889795378,53.40856595902145,6.866712402407771
17,#1,63.61569669364419,293.5069510445919,300.32197251834606,451.6436749482935
17,#2,67.22594079821393,324.4006098629379,331.2930467058598,361.52332652625853
17,#3,44.2818827944778,12.173452453855134,45.924700200111715,28.97029181845312
17,#4,26.394001612930058,309.885935228398,311.00793586904217,253.33921038502717
18,#1,7.177548689054121,399.0059340221451,399.0704857416396,325.58848833091326
18,#2,84.01685724717451,0.8662021409945737,84.02132234047001,2.3450389856680687
18,#3,104.26366320168454,114.8330857337296,155.1049613757226,131.95827693341755
18,#4,49.253274168466206,117.51089241076625,127.41544196638326,86.52075561942851
19,#1,52.74218149934939,210.11011051280548,216.62870596717704,211.48894049055224
19,#2,64.40713984452707,250.37572380476377,258.52714119355403,388.4142354329452
19,#3,45.5696656817499,342.9824076346631,345.9964253821369,433.8631775294868
19,#4,20.361424657100606,63.910666679179485,67.0757849707625,92.24713844085741
20,#1,116.80160158853708,609.4822958841287,620.5733503219711,612.7909106121692
20,#2,77.10704882027127,136.76037960054055,156.99967645271008,292.1577891645981
20,#3,51.57800518390572,110.26551811939316,121.73239135451676,184.88207386121223
20,#4,83.1443093758617,299.7093415530144,311.0283999825907,413.4018944539015
21,#1,75.30580752651977,50.34942083997157,90.58713388854846,108.7573773199928
21,#2,129.0991465581543,9.060071397301726,129.4166702390693,372.0130431447171
21,#3,17.194615422592655,120.41271662573126,121.63419389595805,244.93936041294262
21,#4,61.2451758506862,32.29337801726979,69.23751749411413,27.870502686432985
22,#1,71.53689999333027,248.87555054239056,258.95282913772877,193.54649066611705
22,#2,11.789607977808712,120.30993142455554,120.88620457128955,119.07627173603075
22,#3,77.400100618609,39.89228794295195,87.07565798255095,66.38915438007054
22,#4,23.0492851103192,61.21923376466657,65.41455592473035,109.00249689046149
23,#1,117.23245424200041,329.5287241015849,349.76081589512165,590.4165068870917
23,#2,75.53149554486171,354.7009430260896,362.6537822811734,391.84111738897263
23,#3,8.34751077368338,127.82140553966747,128.0936870038992,95.65616787169517
23,#4,39.31961549022286,37.42497143818946,54.28315253785718,118.43829187627364
24,#1,63.249456384514446,72.72604176534514,96.38241999343718,122.53746221576911
24,#2,86.79073385323933,306.1513946535815,318.21581973735505,325.40148386179976
24,#3,31.524644608751885,124.30084336528853,128.2361215844822,38.354424320246494
24,#4,37.75788177567067,120.52913845126386,126.30491222430526,10.014990635102805
25,#1,47.47354840424296,89.19423218520387,101.04132250321182,176.7653788610417
25,#2,46.667996417368066,264.61724017033157,268.7009223746253,290.3080571649372
25,#3,21.110096729265447,174.29069954382248,175.56447286223357,80.44001675485823
25,#4,57.63701607527986,10.393464940552803,58.566626465356265,23.926440240767732
26,#1,15.999096655723998,330.15855704522437,330.54597847195765,369.6375129053209
26,#2,120.05570186827052,120.97835798348024,170.43806690837042,233.28407718875434
26,#3,2.659365419009908,12.425900989395814,12.707290813941954,0.6484515233253774
26,#4,26.86393608015094,15.350329620994671,30.940324516585502,7.682166660416101
27,#1,19.041508885205143,12.08581928046442,22.553183551449933,33.16856252221534
27,#2,26.768927852374237,184.53838144864858,186.46980915433076,137.90140095970395
27,#3,49.3476236228081,73.50531461854916,88.5337180648719,101.81678858340604
27,#4,61.67447060699913,0.05090771842333197,61.67449161727557,107.61564874114526
28,#1,62.98098032391741,114.87621753261556,131.00820293845146,308.6558102771679
28,#2,88.61018301156145,173.19377603868816,194.5452353358511,242.46679126279602
28,#3,75.01923106546819,316.1848642389159,324.9626954027736,250.83325682375522
28,#4,45.03936685835769,251.0860957224304,255.09365345326648,401.3711355593639
29,#1,160.91089524643834,352.1518983470196,387.1734439736536,530.337594847202
29,#2,21.442111015431944,103.25026681187774,105.45322053651111,103.42223729190891
29,#3,19.91296361832443,235.1921617146436,236.03363966195957,87.32996948467431
29,#4,45.69297696789395,111.42457520194512,120.4295815118628,184.51928601406388
30,#1,104.23773672451978,97.3280181801656,142.61223257606252,240.92900864799736
30,#2,63.687498964051265,128.44395918245027,143.3664820477889,2.0124485600305775
30,#3,28.978817079743177,7.914548086662762,30.04017161664214,27.809687174041642
30,#4,49.58897113679674,26.031665851205616,56.006371828523974,36.70920356857543
31,#1,81.31674685661663,321.79240327182015,331.90776448103287,317.99953503064773
31,#2,92.66586973785061,34.68507574988507,98.94451927240621,120.19885189135593
31,#3,14.513157204083136,91.32749545844126,92.4734727299783,105.95232022043
31,#4,54.73351416309223,219.86639925758027,226.57667818011436,362.4822981839504
32,#1,68.4585279481194,55.10377709326349,87.88057975894057,148.9915177147303
32,#2,119.15103359998054,407.8805798724097,424.92768354744425,457.27471617777127
32,#3,8.578406119152891,196.96674926958076,197.1534665416031,110.69507565294501
32,#4,99.98883228486093,53.32927324960474,113.3215688517462,69.40857230454434
33,#1,95.32414994538907,342.3927755790719,355.41455559888334,449.18490998228754
33,#2,99.56722466412491,183.5768598003633,208.83988048617192,451.6573964643022
33,#3,18.12809611028313,203.10486611262968,203.91227159544098,94.65398416115178
33,#4,42.80039300443526,22.014756017109903,48.13027242627022,26.436915574755915
34,#1,168.6992440006377,378.5029241472366,414.39582347605227,622.6501010278405
34,#2,29.26815362234154,131.21835654351344,134.44285741697698,180.6976733905401
34,#3,16.688326603376748,13.909546191658592,21.725002188235933,100.74974338154519
34,#4,92.3333689057458,240.86388428872488,257.955154567876,349.7850846370909
35,#1,13.873970804553547,25.480006202684308,29.01237291181876,39.053454495217466
35,#2,150.37663376460364,516.8451188634281,538.2768886691354,655.5070847923705
35,#3,67.739636106943,7.896527096911086,68.19833898338952,91.76738615990132
35,#4,58.79813334183678,58.254623697925126,82.76969050728218,46.6236295130642
36,#1,71.49650762087855,73.65409611074392,102.64831453011318,172.63132526328917
36,#2,20.264040602137733,3.9295867921700847,20.641535647385446,73.59722687891512
36,#3,25.083603156481566,23.00183451614612,34.03338858268484,60.171442342056736
36,#4,56.22778852380016,151.0543595968029,161.1799731836354,208.9552791022502
37,#1,25.73526392636808,255.92085763948853,257.21156502826847,330.7274045076287
37,#2,89.42783336491495,58.062882110418286,106.6238043745923,163.3556848326343
37,#3,60.08852398335405,151.41268402123023,162.90006628915478,79.95467437469017
37,#4,31.98027185002905,44.499206335935014,54.79887911380925,6.499415190434732
38,#1,48.12888064324385,182.91300053011219,189.13898306510066,70.65064433583146
38,#2,79.43621101844306,341.5545483170863,350.6702455257011,433.5169342243628
38,#3,67.9191292910301,165.10972862595736,178.53355597923027,137.7299239265284
38,#4,35.447979681562366,116.99317408013485,122.24549907808138,224.3150133619327
39,#1,106.75977714418433,168.25003225977161,199.26295032265804,340.7719476863704
39,#2,144.366351019558,796.8893483787415,809.8606527460125,867.7159664876743
39,#3,49.40786695304885,200.44681045051948,206.44626694768945,243.1379743795219
39,#4,14.822503447683484,160.19429258283526,160.87858149726338,207.74971067815073
40,#1,78.43264446758644,483.64326730176435,489.96172271362656,611.2570368855011
40,#2,25.58725545025304,354.037360390068,354.96078683911463,307.3395214171359
40,#3,69.68589149277861,12.088197928182126,70.72657210903283,7.455843115829808
40,#4,71.81865002355345,120.92009222196793,140.63992034331818,237.4077662185581
41,#1,30.400139617075336,89.180620700914,94.21969856318776,87.42318706887708
41,#2,41.38602548229886,209.34547653396112,213.39712193572987,102.61576995938526
41,#3,7.410079229262024,168.99280765885305,169.15519003153892,208.51866977413636
41,#4,61.21672958627361,75.72895377578789,97.37742254349499,33.15820767342359
42,#1,26.505862556994202,266.4504858162818,267.7656104536631,129.53518396939856
42,#2,97.25066440437713,107.7758240142357,145.1665249602686,248.48541814343685
42,#3,22.64825759931418,9.966321129693824,24.744113019970513,12.170890638850906
42,#4,21.691909889028285,70.7181664955242,73.97025096025025,101.11586172474674
43,#1,43.32916921301176,66.38838817992837,79.27695118897206,195.44946756504265
43,#2,21.26232961074184,36.056503729214455,41.858787866476554,35.66508565881499
43,#3,23.008624828995792,161.99451960452643,163.62035691937228,238.22126684772905
43,#4,24.58989730505189,62.30528794433303,66.98217640013834,89.7311115256425
44,#1,113.08724218004667,264.5764592202486,287.73151915876787,317.81083069440007
44,#2,57.32927286349792,145.48509677377842,156.37313999000298,37.385793409246304
44,#3,62.45085270048023,208.87372222803788,218.00995582865616,141.74987307308663
44,#4,22.1554119216335,109.73280543567671,111.94708958343375,239.08490920966761
45,#1,11.448026995940733,109.56604957248237,110.16250061168479,132.77373206862643
45,#2,151.01463474416366,310.76470737338605,345.51428806314135,530.707775597552
45,#3,25.659246912015785,353.9838341672785,354.91259741499607,398.09636897732224
45,#4,29.263307494302673,98.6292233005388,102.87888439506747,144.9793457922848
46,#1,131.7490261239456,414.22482336995927,434.6723020626942,469.43107673659057
46,#2,18.277874113945145,215.07133911687015,215.84661589112068,46.595172618253855
46,#3,43.98729557362007,5.851067329042053,44.37473561352223,121.67795819236105
46,#4,122.72969820557107,287.93116137679317,312.99669728835715,311.8703973287786
47,#1,49.80797440982701,109.39941140550945,120.2042658589199,27.514604982721735
47,#2,78.52654963379472,378.11832063294423,386.1863324817009,419.25559896597167
47,#3,42.40725363854259,324.3969319147709,327.1570641097028,156.54992366728138
47,#4,64.81901451941525,123.02861447972646,139.05950030137936,114.18631686876068
48,#1,25.489827202209113,137.89750213730258,140.23356369466566,86.10313138219361
48,#2,131.89067981259964,267.9005226893405,298.60649939117457,416.1821493671578
48,#3,16.685509525333988,143.6342466173246,144.6001487877742,66.15228628321468
48,#4,51.48070134665607,8.60705465286992,52.19524883493789,13.12828826827328
49,#1,133.32379972639617,100.70858246966236,167.085170366891,136.45579567121402
49,#2,50.296826795718246,209.4402470087225,215.3949578165496,271.9687884597928
49,#3,21.732813500552574,5.07860638855891,22.318320400507552,70.29953800202549
49,#4,53.137800129744896,154.93586318058624,163.79483356364466,213.17747248064654
50,#1,61.13183382924201,22.352038856704894,65.0900510706337,47.9127811979243
50,#2,54.53505742906621,221.06910342280753,227.69633500993274,194.51736794890627
50,#3,70.63657654053668,23.328525480275857,74.38915274723175,143.85054197395064
50,#4,40.06872815199825,125.90417225510828,132.12631670852977,38.7562940999846
51,#1,123.89431303348594,147.50375749998966,192.63218650748675,395.7420173955111
51,#2,98.89019630893014,356.1953854878957,369.6679909985301,508.49609120031226
51,#3,79.39015031446621,48.933270736117265,93.25910653597154,143.97113239989955
51,#4,31.68794184812444,78.08347596020212,84.26835038493147,140.24961494616582
52,#1,75.13910422207736,240.1337730404939,251.61501135258135,356.2472793261975
52,#2,83.01115803878461,290.66483093739953,302.28611662265786,348.95971968220783
52,#3,17.59936039076118,63.396798065079565,65.79431199631446,11.212801355437563
52,#4,18.945752458620408,99.09409573878293,100.88895552294314,87.01282813985856
53,#1,101.07286049009572,258.8932108240897,277.92340264622715,421.7668402851409
53,#2,34.026534558673234,136.89499217845696,141.06042654696736,9.63725742341559
53,#3,54.61642160195772,59.987850542731394,81.12641814686431,14.495519595671524
53,#4,40.069106582831,165.69822665862193,170.47414941907854,289.5756076377953
54,#1,207.98857486277933,402.7209440565457,453.25865248800864,664.8535446144788
54,#2,94.77653391442963,467.81470155294664,477.31874713854006,542.6034704079541
54,#3,52.75805874590579,102.9669007652792,115.69613397103336,13.821040683238195
54,#4,96.65746909360863,119.73750029668554,153.88221245121437,284.5122194057233
55,#1,61.25719421771814,210.43408032546358,219.1687614735524,206.6528993686578
55,#2,43.67095899615567,4.252288743729878,43.87749558947003,12.655158479420336
55,#3,55.87329389317116,151.81667573786217,161.7718393372835,164.5920570757049
55,#4,26.808110026620163,90.5074771447853,94.394269859527,153.61009254651492
56,#1,115.32782903555277,382.8201006449035,399.81462905680144,667.4540770633364
56,#2,84.3336803074653,135.52712930533562,159.62384662683368,314.2521042205786
56,#3,26.14761225122685,0.5306291791148396,26.152995885103422,24.837580256489744
56,#4,25.456142798640435,16.114900456841497,30.12814668907936,104.22019781737113
57,#1,20.098347782208098,164.52961195765783,165.7526373681941,85.21105484907743
57,#2,31.22236093077214,44.054212520879446,53.99638379490073,51.88583556213544
57,#3,75.50002695565124,284.6524196193259,294.4949134797422,157.59038595074946
57,#4,40.087269749767195,161.5026815136007,166.4034414670386,116.25886003684194
58,#1,71.39714070338981,53.18770808023328,89.03080361003013,120.64820352809136
58,#2,26.21007609559061,15.256069257453419,30.3268154959413,36.33472101877899
58,#3,109.01807484901852,332.14906313426036,349.58252356883213,428.3517544594648
58,#4,58.14406829367061,3.866112006120602,58.272459187706346,39.52172882223692
59,#1,155.73876594458554,663.2430400439825,681.2825356522258,786.6449170555895
59,#2,84.22859035640883,77.82539584258848,114.67888938895125,96.00781418953197
59,#3,31.441364352211238,84.67981206630611,90.32845600315231,147.23932689698316
59,#4,99.50400422011602,14.564642871335309,100.56428629392447,26.549443497515313
60,#1,92.08901899153904,331.5628533318031,344.1138083953488,451.611148935088
60,#2,57.56932284227719,456.58342165113936,460.19848745859696,519.9396915263694
60,#3,46.7157260736105,105.77183793150107,115.62889241877369,18.092738210963688
60,#4,63.17802541256022,35.78461769537353,72.60855155306533,59.17729120840143
61,#1,121.0175944986734,149.1557417521435,192.07470805881098,314.9891259215636
61,#2,32.30866249302252,77.24737060085681,83.731749873236,127.38774818739174
61,#3,45.185179912607026,139.7209790119232,146.84567565912502,102.15808144629257
61,#4,5.640159537447987,148.56763485706324,148.67465663868046,252.78309235573994
62,#1,142.14971528712368,350.00225045648585,377.7672787323103,640.5453836367539
62,#2,67.90774492746709,256.576664779328,265.4110900667445,251.7368539767677
62,#3,77.5240718614176,38.2182861056026,86.43274327952304,0.27613492886224833
62,#4,62.099394861062756,234.86093390708265,242.93207511116609,344.0075568189052
63,#1,35.46448579715317,8.849940082985995,36.55203403818892,55.5834343064312
63,#2,109.82506525606283,114.03260253262124,158.31923256149656,208.77753117040143
63,#3,55.68465442008267,62.81525164780578,83.94365120401423,182.6502836597026
63,#4,29.863715874486424,212.80811141230333,214.89330796631,207.81555287924823
64,#1,29.22555500472262,141.39368655353428,144.3825046968405,71.18327835863347
64,#2,55.185699778024535,37.2551802872822,66.58385628835384,24.259256764572967
64,#3,51.671037025562065,363.2826680289745,366.9389499052221,341.14796814039573
64,#4,52.33974253392003,129.31668954197266,139.50718563074798,19.47893730826955
65,#1,169.78093793614133,487.659953536584,516.3698259675706,798.0187313383898
65,#2,125.59519406111221,474.86877387909954,491.1970125893355,586.3872018108207
65,#3,22.88202992898635,34.919678401936835,41.74890697210791,15.425937623973596
65,#4,75.85867920219994,38.765794073722645,85.18994072347128,96.981995450653
66,#1,87.27085953630316,400.53769026058217,409.9349268402086,494.8847501304936
66,#2,66.18147794597733,184.5166951454703,196.0265257829162,270.4913567653122
66,#3,42.77763296043729,46.413937430874284,63.120357013684604,196.7622435898697
66,#4,93.37062962404497,115.80629974227486,148.75877633399716,127.99710617155924
67,#1,42.76503800619928,43.601751370089914,61.07340827406644,26.357839304084862
67,#2,67.64071454851208,254.10228174411714,262.9510141684188,259.35276426528907
67,#3,13.920811638373625,155.5207377816023,156.14252744465546,71.6261336859656
67,#4,12.100370279927043,209.66612356692713,210.01500501748274,225.46555124937305
68,#1,71.09814531770091,157.03145733500605,172.37698471771904,55.169044094142805
68,#2,63.861120623124044,13.804611611285509,65.33613111425896,69.48905880786782
68,#3,65.01263093823339,158.1175053765146,170.96136314384916,152.6108887164952
68,#4,41.44053655372504,59.47686746735235,72.49010852240198,62.04393690899401
69,#1,28.217882065185684,158.72351882574367,161.21229573661847,43.65017825045392
69,#2,116.23262809262285,403.605736000005,420.009064146744,657.7761729749839
69,#3,25.09867912722414,75.85982796411008,79.9040499141047,227.30115222090495
69,#4,25.55549308672719,47.65449732852176,54.0743408886308,111.76503000587878
70,#1,138.77997341709863,455.98192427383583,476.63339820675674,650.2024513547884
70,#2,90.97534083837905,420.57475813708334,430.30180085926366,428.03130011563087
70,#3,27.1336323953922,62.87890873595643,68.48351021080195,106.08360895588476
70,#4,54.84734902530818,102.05805634581702,115.86232588805534,184.38280103889682
71,#1,21.21182907383616,141.4877778700029,143.06897979383555,168.2431850662045
71,#2,70.7673471329513,417.3943558651754,423.35099589860454,552.2912683030974
71,#3,44.69419971334436,73.2653184824103,85.82178266818583,73.79963538462064
71,#4,33.354950217990094,8.24234212436204,34.3582436649435,60.40444283178026
72,#1,32.91042125383679,145.8725715536675,149.5389680276845,103.41095777492981
72,#2,8.326711156162064,260.466688198012,260.59975015244845,251.8971021679892
72,#3,13.28066952153611,172.56869360286328,173.07897097781452,213.19010857833655
72,#4,23.269942634042323,328.23590827336375,329.05972362206785,460.1036044654343
73,#1,125.56664892592092,284.1760871419792,310.68156016379737,562.2734826584779
73,#2,116.82559552205315,26.788736773554774,119.85764968079914,24.945984924958253
73,#3,83.9780391578714,43.70403781755158,94.66970995180537,72.07002401462681
73,#4,29.496889718563004,94.23563219885546,98.74421947125326,54.78394964963762
74,#1,60.98964222317434,187.92664705686548,197.57570987483885,201.30845136379526
74,#2,80.83181459342119,160.9737355058969,180.1286367382701,172.3715432245445
74,#3,15.01028847532856,273.2379033755042,273.649886901409,244.4367607181892
74,#4,60.31084893039742,109.2096396831912,124.75633810928272,75.87605338199843
75,#1,44.67799237277439,234.41620127370334,238.63586994007227,325.45491257682716
75,#2,3.2241462451427356,245.2804131856701,245.3016025458112,165.59897904533472
75,#3,55.90493694564169,173.9689493502392,182.73083295635215,62.82422483864103
75,#4,86.92176160049237,1.855873699845688,86.94157179924117,152.26569986645444
76,#1,49.14426934866952,48.36007535419412,68.9482131608783,56.26213127782087
76,#2,33.97331795376192,52.286895893894325,62.354677571184226,55.00382928256364
76,#3,30.925088247419698,251.089719226733,252.98697236116786,274.28741126583134
76,#4,55.17065715097551,144.9658658646531,155.10932814102148,103.7961421083633
77,#1,173.19348626540122,536.8897477343144,564.1334814624811,728.0543426068799
77,#2,65.67072047630117,332.57708494094186,338.99876246926175,362.1278578572493
77,#3,58.63397373764959,87.65301853749952,105.45612611414577,242.38559384965265
77,#4,22.41865086742922,63.458524501338616,67.30215627008305,97.23287729549668
78,#1,216.01013039420306,285.16880906175174,357.74519716499117,556.2347621951993
78,#2,60.07303911296242,128.30076476408613,141.66812015170132,253.51489833967378
78,#3,74.5277835961935,230.82738592246824,242.56065760869205,150.58096464946402
78,#4,20.665896306144106,75.76655224161732,78.5343855181794,163.38493624176385
79,#1,99.35604195005841,156.2344382524625,185.1508108760107,197.91819977155
79,#2,68.96384107754068,15.342884924893951,70.64995041744068,169.01672838318228
79,#3,42.634134744798175,228.90154722971965,232.8381149416847,240.76280397973449
79,#4,61.84797064595248,135.09982422994108,148.58376082191344,5.870353098309522
80,#1,129.18399965381184,304.5206496039609,330.78895356673326,450.6121408449264
80,#2,71.50609440262059,326.7467171829321,334.4795041950097,403.5566246215705
80,#3,20.235586252397773,14.566746064370818,24.933291838064473,31.645041705806065
80,#4,29.300021118415177,131.31534790983096,134.5444604367624,99.398070189471
81,#1,113.89785976099344,227.49190614367944,254.4116542515684,480.51929261412954
81,#2,55.28098326450467,136.21034204008902,147.0008312540051,117.10206740310092
81,#3,17.909699850640088,232.620759820049,233.3091838055179,201.3233722960681
81,#4,64.336828992114,226.49800516962569,235.4582211573431,188.96205831499026
82,#1,75.72813422497494,317.14908220733014,326.06485652113395,451.9217503853845
82,#2,57.21813786745843,374.1373142895991,378.4873118677213,356.22132487833017
82,#3,135.9029186600651,122.70242592103932,183.09966856123037,178.937015614288
82,#4,45.70689257363797,72.810382212685,85.96785321674236,92.2188553315717
83,#1,100.78983853014431,289.26429108340017,306.32078226413995,471.3156814183286
83,#2,41.85055130678799,23.798143021684155,48.143745761652454,47.360277636789405
83,#3,84.210853757656,42.082747164904504,94.14045623183797,96.7988185583355
83,#4,12.615256942723928,212.08065195693962,212.45551920863693,243.80407575854335
84,#1,65.21513181425536,136.13665723429403,150.95099489727903,206.75250130766543
84,#2,138.91107651671226,276.4288524378517,309.3690314804303,368.21654706178106
84,#3,56.479322089843166,7.405192132360753,56.962713192450934,0.3833958852190733
84,#4,71.86102581053372,27.532768770626717,76.95492438251753,248.76991695191998
85,#1,126.13856327983595,165.04106374313778,207.72455287656211,318.8114543315912
85,#2,32.23969814949758,180.97427388488904,183.82351847610127,170.15034319863886
85,#3,77.73565573042112,52.38861753868696,93.74112981745725,193.5260768695315
85,#4,53.951426332787285,67.55190772280548,86.45239522611621,148.0182981643594
86,#1,69.13257563702031,112.03042387180358,131.64394740019122,149.9839649392012
86,#2,122.42897702792979,449.4486238486952,465.82498848343386,588.7577561543189
86,#3,40.61178367650474,142.8969763779969,148.5559249284963,149.24383226597905
86,#4,19.83940923713185,159.27080233271772,160.50168421105752,267.7440719559865
87,#1,12.156286946260641,219.48559099864724,219.8219733519497,130.28925015459515
87,#2,78.60835208586971,278.1043460036526,289.0005195216358,269.63415556968687
87,#3,87.79236632452292,23.588965563894817,90.90620925565997,110.41439320376156
87,#4,71.86396101431711,95.11131833537365,119.20818666584972,190.26824140079768
88,#1,76.08702531237705,265.114070751295,275.8164352086528,68.41992285196241
88,#2,77.16858510004032,72.63159643712606,105.97329535004424,213.88977322566305
88,#3,54.48035099249646,352.87465317209717,357.0554991812806,328.3249317602639
88,#4,78.55863196461458,161.27536937648438,179.39120219139298,281.04041571982566
89,#1,16.282250640491082,220.78307650582792,221.38265188875582,102.77446125917322
89,#2,39.66146501633572,289.74814781459463,292.4500315767297,167.78612113954594
89,#3,20.496575661575186,64.46312747675984,67.64321413072908,245.0930483206264
89,#4,19.122946996491002,79.51057025836599,81.77785693353158,21.938165225588335
90,#1,131.7320774598571,6.2843939739341295,131.88189352412792,14.055476562434777
90,#2,36.50732049032826,60.22208655194481,70.42360511968607,19.421742644588846
90,#3,81.97420510399454,199.8201674960619,215.98117890359336,41.70504561593624
90,#4,98.80728363230101,79.94564575452569,127.09911712479393,49.646267743028716
91,#1,51.83591806081852,388.3513613606974,391.7955363093292,398.0289131901156
91,#2,70.81177584066637,192.63200846951804,205.23498309184342,297.36219235836006
91,#3,8.772861815362193,66.7284557017756,67.30267383080161,138.4192839759777
91,#4,50.95510054024025,180.49309011884725,187.54780151128486,193.39808399265303
92,#1,156.74621772482996,361.14150773423717,393.69095161001337,571.3529252515102
92,#2,77.11916803199864,612.059268100038,616.8986251768615,666.9430060270205
92,#3,40.07188290112831,87.40817451691692,96.15583586876848,167.02185078823283
92,#4,5.711274654096461,87.41284160416035,87.59922108950828,21.44707605968499
93,#1,80.84816173955235,484.19376571277644,490.8971664328323,510.8324237090347
93,#2,23.236087914496615,7.124998906176188,24.303937767020958,57.20775609914419
93,#3,50.930075330234395,232.96264860796873,238.4648154751205,326.1427851197283
93,#4,50.23765435039563,127.6145080114693,137.1469451706424,135.53176710669845
94,#1,16.48702972308822,8.651431134370796,18.619060388826146,65.63613547463198
94,#2,29.331487900050583,9.300922484644616,30.77081964290489,31.674016932081273
94,#3,20.549634389365984,57.63817760754682,61.19188664729765,87.46156913402103
94,#4,43.439597849148065,139.20040407761007,145.82095582139638,50.61033144877314
95,#1,37.56751778339456,74.3939890617421,83.34137028465676,44.90691578338257
95,#2,31.494254775601505,123.8734969292891,127.81444098911943,259.37892274268745
95,#3,69.58587216481835,114.33583567308597,133.8464677307599,207.21731871974924
95,#4,123.01832232810693,14.867713048479345,123.91350418624249,96.72336746213794
96,#1,39.1119808974708,4.343245752830626,39.352392981794665,109.87499469169215
96,#2,81.22170962532662,294.83929944062766,305.8221355773662,320.62411045675356
96,#3,30.609795550914367,67.73277149496244,74.32824441662518,29.38689874326883
96,#4,39.542187163333395,140.33418713313586,145.79872648270313,107.31706765048976
97,#1,27.42835072997313,59.670583657352836,65.6726196963054,86.36996151050802
97,#2,33.74440613474505,89.42430940430131,95.5792449113448,29.30122660188239
97,#3,99.10144689882726,296.7901468603686,312.8985267636143,389.3040092392983
97,#4,105.11987455589056,289.8830545151359,308.3542983674322,495.70934647617725
98,#1,6.4652598694463,68.75815872953899,69.06145073089583,132.212006085231
98,#2,62.68917630428262,192.52384390797124,202.4731174719506,216.96766219730358
98,#3,29.901934423711328,83.73050069307101,88.9096306852767,9.108467636979256
98,#4,45.222541931766926,85.92406529784785,97.09800871325446,173.0704273114867
99,#1,86.29653147268075,116.24696669860168,144.77723788925243,7.291031400672665
99,#2,22.487756119126583,28.741561564087533,36.49351362112929,90.26780745722363
99,#3,29.8803883410021,100.13124341464936,104.49451428267828,62.95870763629807
